id,course_name,instructor,course_description,course_duration,level,discount_price,original_price
4163,"Create web app with Angular 12, .NET Core Web API & Mongo DB",Vinay Kumar,"learn to create a full stack web application from scratch using Mongo DB, .NET Core Web API and Angular 12",1,Beginner,899.955,1034.955
3417,Full WordPress Website For Beginners: Learn WordPress A-Z,"Pouya Eti • Digital Marketing Expert, Rad Group","Learn how to create a complete website with WordPress (no coding) - Elementor, WooCommerce, Membership, Email forms &...",14,Beginner,1214.955,6299.955
4864,Xamarin & Firebase: Authentication and Firestore for Xamarin,Eduardo Rosas,"Create Android and iOS Apps that use Firebase Authentication and Cloud Firestore Services, and use Mobile DevOps (CI/CD)",7,Beginner,1214.955,1439.955
2675,Postman : complete guide to API Testing || GET CERTIFICATE.,Easy Learning Academy,learn postman for API testing in just One hour  and master postman.,1,Beginner,899.955,1034.955
3996,Intermediate & Advanced Java Programming,Stone River eLearning,Take your Java skills to the next level and start building real applications. ,4,All Levels,899.955,1034.955
2048,Crash Course to Learn Python coding from basic beginning,"Edu Mark, Kewal Shah",Learn Python like a Professional! Start from the basics and go all the way to creating your own applications and games!,3,Beginner,1214.955,5849.955
2852,Mastering CSS Grid 2022 - With 3 cool projects,Daryl Duckmanton,"The future of layouts. It's like Flexbox, but dialled up to eleven",17,All Levels,1214.955,5849.955
1055,"Beginner API development in Node, Express, ES6, & MongoDB","Mark Wahlbeck, Devslopes by Mark Wahlbeck",REST API backend development. Build Node API and restful express API,18,Beginner,1214.955,4499.955
2509,"Learn PHP 7, MySQL, Object-Oriented Programming, PHP Forms",John Morris,"Build a secure login script, learn object-oriented programming, submit forms to MySQL and more.",17,Beginner,1034.955,2609.955
1186,C# Memory Tricks: Learn How To Master The Garbage Collector,Mark Farragher,This course teaches you advanced C# memory management tricks that every professional .NET developer must know.,3,All Levels,1439.955,3374.955
1072,Programming Java for Beginners - The Ultimate Java Tutorial,Infinite Skills,Learn Java Programming at your own Pace. Comes Complete with Working Files and a Verifiable Certificate of Completion.,10,All Levels,1034.955,2159.955
2312,Learn C# and make a videogame with Unity,"Hidran Arias, María Santos",Learn how to create your own videogames with Unity  with C# the fastest and easiest way to learn how to program csharp,12,All Levels,1034.955,5399.955
721,Learn PHP Fundamentals From Scratch,"Eduonix Learning Solutions, Eduonix-Tech .",A Short Course on PHP Basics,2,Beginner,899.955,1034.955
4801,Build Instagram to Master Swift 4 and Firebase,The Zero2Launch Team,We offer you the biggest iOS social network course on the internet.,19,Beginner,1214.955,5849.955
302,Kubernetes Hands-On - Deploy Microservices to the AWS Cloud,"Richard Chesterwood, Virtual Pair Programmers, Prageeth Warnak","Use Kubernetes to deploy a Microservice architecture. You'll deploy, manage and monitor a live Kubernetes cluster.",28,All Levels,1214.955,1574.955
238,Python Network Programming for Network Engineers (Python 3),"David Bombal, Experts with David Bombal",Program networks using Python version 3. Learn network programmability with this practical GNS3 and Cisco course,13,Beginner,1214.955,1889.955
3931,Salesforce Lightning : Practical Coding Examples,"Paaa Leaders, Paaa Leaders",Dive deep into salesforce lightning components and learn with practical examples,3,All Levels,899.955,1034.955
3261,"Build Portfolio Website Using HTML5,CSS3,jQuery & Bootstrap",Ahsan Mackie,"Learn HTML5, CSS3, jQuery, Bootstrap 4 and Build a Responsive Portfolio Website with Latest Technologies from Scratch",2,All Levels,899.955,1034.955
2792,"Unity 3D Course: No Coding, Build & Market Video Games Fast","Sergey Kasimov, Yohann Taieb",No programing required how to build and market your game from scratch complete guide,5,All Levels,1034.955,5399.955
8,100 Days of Code: The Complete Python Pro Bootcamp for 2022,Dr. Angela Yu,"Master Python by building 100 projects in 100 days. Learn data science, automation, build websites, games and apps!",64,All Levels,1439.955,6299.955
918,Wanna Learn JMeter ?Get Training by Industry Experts-23+hrs,Automation World,"JMeter4, JMeter 5 Coverage, performance testing/ Load Testing, Beanshell scripting, Jmeter API testing",24,All Levels,1214.955,3824.955
1495,"Multithreading,Parallel & Asynchronous Coding in Modern Java",Pragmatic Code School,Learn to use Multithreading in Java using the ParallelStreams API and CompletableFuture API using the Hands-On approach.,7,Intermediate,1214.955,3239.955
3844,Blockchain for Beginners with Python,Sats Sehgal,Learn the Top Rated Skill According to Linkedin,31,Intermediate,899.955,1034.955
840,The Beginner's Guide to Animation in Unity (v5 to v2020+),"Penny de Byl, Penny @Holistic3D.com","Your ultimate guide to Unity's Mecanim covering keyframes, curves, inverse kinematics, strafe sets, blending and more.",11,Beginner,899.955,1034.955
575,The Complete ReactJs Course - Basics to Advanced [2022],"EdYoda Digital University, Qaifi Khan, Mavludin Abdulkadirov",Learn React JS from scratch with hands-on practice assignments and projects.,3,Beginner,1439.955,2699.955
1271,Complete Roblox Lua: Start making Games with Roblox Studio,Kaupenjoe (Nico),Learn Roblox Game development and Roblox Scripting. Includes a short Lua introduction. Everything done in Roblox Studio.,8,All Levels,899.955,1034.955
391,Spring Boot Microservices with Spring Cloud Beginner to Guru,"John Thompson • 433,000+ Enrollments Worldwide, Spring Ahead Code Academy",Learn to Master Spring Boot Microservices with Spring Cloud and Docker,39,Intermediate,1439.955,7649.955
4825,Introduction to Spacy 3 for Natural Language Processing,Laxmi Kant,Kick start your Data Science career with NLP. This course is about Spacy. NLTK is not taught in this course.,4,Beginner,899.955,1034.955
2392,Visual Studio Code Tutorial - Getting Started With VS Code,Todd McLeod,VS Code For Beginners - Programming For Beginners - Learn To Code Using Visual Studio Code,4,All Levels,1214.955,2159.955
3339,Deploying web apps for new developers on AWS ec2,Robert Bunch,"A straight-forward approach for new developers, code school students, or anyone not familiar with deploying apps.",6,All Levels,1034.955,2384.955
2901,Python Certification Training (beginner to expert level),Uplatz Training,Learn Python programming language from scratch to advanced level. Prepare for Python Certification exam & job interviews,29,All Levels,1034.955,5399.955
882,Practical Database Course for Beginners : 6 courses in 1,Creative Online School,"Become expert in RDBMS and NoSQL databases with hands on practical examples, exercises. MySQL, MongoDB, Redis, and more",4,All Levels,1214.955,6299.955
1427,Beginning Test Driven Development in C++,Richard Wells,Learning the discipline of Test Driven Development (also known as TDD) Using the C++ Programming Language,2,Beginner,1214.955,1439.955
814,Jira Essentials | A complete Jira guide for beginners,"Masha Ostroumova, Aisha @Agile Apothecary",Making Jira your best friend,4,Beginner,1214.955,6299.955
2625,SQL Server 2017 Express Basics,"T O, Adiv Abramson",Update Notice 4/3/2018: Course has been updated to SQL Server 2017!,6,Beginner,899.955,1034.955
1780,Modern GraphQL with Node - Complete Developers Guide,Laith Harb,Learn and master GraphQL with Node and React by building real production ready applications,10,Beginner,1034.955,5399.955
2447,PostgreSQL Database Administration (DBA) for Beginners,Bluelime Learning Solutions,Learn Practical Database Administration,11,Beginner,1439.955,3374.955
1138,"Modern PHP Web Development w/ MySQL, GitHub & Heroku","Trevoir Williams, Learn IT University, Andrii Piatakha","Learn to develop data driven web applications using PHP and MySQL (PDO) , manage them with GitHub and deploy to Heroku",12,All Levels,1214.955,6299.955
723,Azure Devops Crash Course -Build CI/CD release pipelines,Rahul Shetty,"Step by step Tutorial to understand CI/CD pipelines ,Release activities, Docker, Code  Repos, Project Boards, in Azure",7,All Levels,1214.955,5849.955
1761,Display and analyze GIS data on the web with Leaflet,Michael Miller,Client side mapping applications with the open source javascript libraries Leaflet.js and Turf.js,13,Intermediate,1214.955,3239.955
4688,PHP & MySQL Professional Backend Certification,Karl G. Zafiris,"Learn about Hashing in PHP, OOP (Object Oriented Programming), the MVC Design Pattern, PHP CRUD & MySQL Injection",2,All Levels,1034.955,1214.955
579,"Scala Applied, Part 1",Dick Wall,Introduction to programming in the Scala language. Core syntax and concepts.,5,Beginner,899.955,1034.955
1535,Ultimate Unity Overview (50+ Tools and Features Explained!),Code Monkey,Learn how to make BETTER games FASTER by using all the Unity Tools and Features at your disposal!,9,All Levels,1214.955,3239.955
3945,Create Interactive Dashboards in Python by Plotly Dash,Mubeen Ali,Create interactive data science web dashboards using the Plotly data visualizations library and Dash library in Python.,15,Intermediate,899.955,1034.955
4687,Complete Deep Learning In R With Keras & Others,Minerva Singh,"Deep Learning: Master Powerful Deep Learning Tools in R Like Keras, Mxnet, H2O and Others",8,All Levels,1034.955,5399.955
3420,Build an app in less than 1 hour using React Native,Vaibhav Namburi,Learn React Native and it's principles by building a tinder like jokes app,1,Beginner,899.955,1034.955
785,The Complete JIRA Agile Project Management Course,Danny Liu,Learn how to quickly manage Scrum and Kanban Agile projects using JIRA Software Cloud and more!,2,Beginner,1214.955,3059.955
2701,UX Design- From Beginner to Professional UX Designer: 4-in-1,Packt Publishing,Get proficient in building beautiful and appealing web and mobile interfaces (UI) with this complete UX design guide,13,Beginner,1439.955,6299.955
202,Cypress -Modern Automation Testing from Scratch + Frameworks,Rahul Shetty,Learn how to write fast and robust Automated (UI + Integration) Tests using Cypress with Mocha and Cucumber frameworks,17,All Levels,1439.955,7199.955
3120,Flowgear Technical Certification,Daniel Chilcott,"Learn to build Powerful Application, Data and API Integrations using the Flowgear iPaaS Platform, no Coding",3,Intermediate,899.955,1034.955
4954,sql server tutorial,Shivprasad Koirala,These step by step video lessons will teach you Sql Server  step by step from scratch.,7,Beginner,1034.955,0
3552,Refactoring Pyramid explained in simple steps (Java),Włodek Krakowski,"Clean code gradually and notice emerging Design Patterns like Interpreter, Fluent Builder, Factory Methods",2,Intermediate,899.955,1034.955
4109,A/B Testing in Python,"365 Careers, Anastasia K","Learn How To Define, Start, And Analyze The Results Of An A/B Test. Improve Business Performance Through A/B Testing",3,All Levels,1034.955,5399.955
2256,How to Make a Freaking iPhone App - iOS 11 and Swift 4,Nick Walter,iPhone App Development from scratch. Learn how to make iOS apps using Xcode 9. Including CoreML and ARKit!,16,Beginner,1214.955,5849.955
3282,Practical Google BigQuery for those who already know SQL,Jerzy Balcerzak,"Learn how to become BigQuery power user and kick-off you career as Data Scientist, Data Engineer, Analyst or Developer",3,Intermediate,1034.955,1214.955
2136,Java For Beginners - 1st step towards becoming a Java Guru!,Udayan Khattry,Become a Core Java Expert easily and in step-by-step manner,22,Beginner,899.955,1034.955
1509,Bootstrap - Create 4 Real World Projects,"Code And Create, George Lomidze, Lasha Nozadze",Bootstrap - Bootstrap with lots of CSS and JavaScript. CSS Flexbox included.,10,All Levels,899.955,1034.955
479,"Master Electron: Desktop Apps with HTML, JavaScript & CSS",Ray Viljoen,"The Complete Electron course for learning to build Cross Platform Desktop Apps using HTML, JavaScript & CSS",8,All Levels,1439.955,4499.955
4004,Angular 7 with Angular Material and Firebase Cloud Firestore,Patrick Schroeder,"Learn Angular 7+ by example with Cloud Firestore and Angular Material. Includes CRUD, Authentication, Routing, HTTP.",3,All Levels,1214.955,5849.955
1710,Job oriented - Practical Software QA Testing,Neil De Odhar,Your foundation to work as QA in IT!  High paying QA Tester jobs. Manual Software Testing. Best instructor in U.S.,7,Beginner,1214.955,3689.955
125,The Complete Oracle SQL Bootcamp (2022),"Oracle Master Training | 175,000+ Students Worldwide, Code Star Academy",Become an In-demand SQL Professional! Pass Oracle SQL 1Z0-071 (OCA) Certification Exam Confidently!,33,All Levels,1214.955,5849.955
5019,Practice with Oracle RMAN,Luis Diaz,This is a practice course. Here you'll find a lot of interesting demos and how to. Just to learn all the facets of RMAN,6,Intermediate,1034.955,0
3011,Oracle SQL For Data Analysis : Truly From Basics to Advanced,Prashant Munshi,RDBMS Concepts : SQL Basics : Complex SubQueries & Joins : Analytic Functions :  Data Integrity : Transaction Handling,15,All Levels,1214.955,5849.955
3143,Level Up Discord Bot Nodejs Development 2022,Erik Petersson,Level Up Feature For Your Server Members,2,Beginner,899.955,1034.955
1221,Full stack web development and AI with Python (Django),John Harper,"HTML, CSS, JavaScript, Python, Django, Pandas, Sklearn, Keras, Git, Linux - Full stack web development /data science/ AI",39,All Levels,1439.955,3599.955
